Omrade,Omrnr,Linjenr,Linjenr_2,Aar,Dato,Dato_,Kl,Refnr,Adhann,Adhunn,Adubest,Kyll,Kyll_2,Ubest,Kyllald,Art,Kalktot,Linjeavst,Linjeavst_2,Flavst,RepTax,Stokk,Merknader
Møsvatn,5,3,3,2008,2019-07-31T22:00:00Z,1.8.,1899-12-30T14:25:00Z,5,1,1,0,4,4,0,normal,1,6,5,5,5,1,Stand,NA
Møsvatn,5,3,3,2009,2019-07-31T22:00:00Z,1.8.,1899-12-30T08:45:00Z,1,1,0,0,0,0,0,NA,5,1,54,54,NA,1,Støkk av hund,NA
Møsvatn,5,3,3,2009,2019-07-31T22:00:00Z,1.8.,1899-12-30T13:10:00Z,2,0,1,1,0,0,0,NA,1,2,51,51,10,1,Stand,NA
Møsvatn,5,3,3,2009,2019-07-31T22:00:00Z,1.8.,1899-12-30T13:20:00Z,3,1,0,0,0,0,0,NA,1,1,17,17,5,1,Stand,NA
Møsvatn,5,3,3,2010,2019-07-31T22:00:00Z,1.8.,1899-12-30T10:05:00Z,1,0,0,2,12,12,0,normal,1,14,81,81,2,1,Stand,NA
Møsvatn,5,3,3,2010,2019-07-31T22:00:00Z,1.8.,1899-12-30T13:45:00Z,2,1,0,1,0,0,0,NA,1,2,103,103,5,1,Stand,NA
Møsvatn,5,3,3,2010,2019-07-31T22:00:00Z,1.8.,1899-12-30T14:00:00Z,3,1,1,0,4,4,0,Små,1,6,89,89,3,1,Stand,Kan være flere juv.
Møsvatn,5,3,3,2010,2019-07-31T22:00:00Z,1.8.,1899-12-30T14:15:00Z,4,1,1,0,2,2,0,normal,1,4,13,13,5,1,Stand,NA
Møsvatn,5,3,3,2011,2019-07-31T22:00:00Z,1.8.,1899-12-30T09:20:00Z,1,1,0,0,0,0,0,NA,5,1,3,3,5,1,støkk av linjefører,NA
Møsvatn,5,3,3,2011,2019-07-31T22:00:00Z,1.8.,1899-12-30T12:40:00Z,2,1,0,0,0,0,0,NA,1,1,8,8,5,1,støkk av linjefører,NA
Møsvatn,5,3,3,2011,2019-07-31T22:00:00Z,1.8.,1899-12-30T13:30:00Z,3,0,0,1,0,0,0,NA,1,1,72,72,5,1,Stand,NA
Møsvatn,5,3,3,2012,2019-07-31T22:00:00Z,1.8.,1899-12-30T08:30:00Z,1,1,1,0,8,8,0,Normal,1,10,54,54,NA,1,Stand,NA
Møsvatn,5,3,3,2012,2019-07-31T22:00:00Z,1.8.,1899-12-30T10:10:00Z,2,0,1,0,6,6,0,Små,5,7,18,18,NA,1,Stand,NA
Møsvatn,5,3,3,2013,2019-07-31T22:00:00Z,1.8.,1899-12-30T08:15:00Z,1,1,0,0,0,0,0,NA,1,1,17,17,NA,1,Støkk av hund,NA
Møsvatn,5,3,3,2013,2019-07-31T22:00:00Z,1.8.,1899-12-30T14:40:00Z,2,1,0,0,0,0,0,NA,1,1,4,4,1,1,støkk av linjefører,NA
Møsvatn,5,3,3,2013,2019-07-31T22:00:00Z,1.8.,1899-12-30T15:00:00Z,3,0,0,0,1,1,0,NA,1,1,34,34,1,1,Stand,NA
Møsvatn,5,2,2,2008,2019-08-01T22:00:00Z,2.8.,1899-12-30T09:00:00Z,1,1,1,0,8,8,0,normal,1,10,42,42,10,1,Stand,NA
Møsvatn,5,2,2,2008,2019-08-01T22:00:00Z,2.8.,1899-12-30T09:20:00Z,2,2,0,0,0,0,0,NA,1,2,65,65,5,1,Stand,NA
Møsvatn,5,2,2,2008,2019-08-01T22:00:00Z,2.8.,1899-12-30T11:30:00Z,3,0,0,1,0,0,0,NA,1,1,40,40,10,1,Stand,NA
Møsvatn,5,2,2,2008,2019-08-01T22:00:00Z,2.8.,1899-12-30T11:45:00Z,4,1,1,0,2,2,0,normal,1,4,81,81,10,1,Stand,NA
Møsvatn,5,2,2,2008,2019-08-01T22:00:00Z,2.8.,1899-12-30T12:45:00Z,5,1,1,0,5,5,0,Små,1,7,15,15,0,1,Stand,"minimumsantall juv, 1 juv tatt"
Møsvatn,5,2,2,2008,2019-08-01T22:00:00Z,2.8.,1899-12-30T13:00:00Z,6,1,0,0,0,0,0,NA,1,1,18,18,5,1,Stand,NA
Møsvatn,5,2,2,2008,2019-08-01T22:00:00Z,2.8.,1899-12-30T13:15:00Z,7,1,1,0,1,1,0,normal,1,3,102,102,10,1,Stand,NA
Møsvatn,5,2,2,2009,2019-08-01T22:00:00Z,2.8.,1899-12-30T08:50:00Z,1,1,0,0,0,0,0,NA,1,1,16,16,3,1,støkk linjefører,NA
Møsvatn,5,2,2,2009,2019-08-01T22:00:00Z,2.8.,1899-12-30T12:50:00Z,2,1,0,0,0,0,0,NA,1,1,35,35,5,1,Stand,NA
Møsvatn,5,2,2,2009,2019-08-01T22:00:00Z,2.8.,1899-12-30T13:05:00Z,3,0,1,2,0,0,0,NA,1,3,48,48,5,1,Stand,NA
Møsvatn,5,2,2,2009,2019-08-01T22:00:00Z,2.8.,1899-12-30T13:20:00Z,4,1,0,0,0,0,0,NA,1,1,1,1,1,1,Stand,NA
Møsvatn,5,2,2,2010,2019-08-01T22:00:00Z,2.8.,1899-12-30T08:15:00Z,1,1,0,0,0,0,0,NA,5,1,14,14,2,1,Stand,NA
Møsvatn,5,2,2,2010,2019-08-01T22:00:00Z,2.8.,1899-12-30T09:10:00Z,2,1,1,0,NA,1,0,pip,1,3,32,32,1,1,Støkk av hund,"Juv ikke flyvedyktige, kan ha vært mange."
Møsvatn,5,2,2,2011,2019-08-01T22:00:00Z,2.8.,1899-12-30T09:20:00Z,1,1,1,0,1,1,0,pip,1,3,20,20,3,1,Stand,Minimumsantall juv.
Møsvatn,5,2,2,2011,2019-08-01T22:00:00Z,2.8.,1899-12-30T09:35:00Z,2,0,1,0,3,3,0,Normal,1,4,28,28,2,1,Stand,NA
Møsvatn,5,2,2,2011,2019-08-01T22:00:00Z,2.8.,1899-12-30T15:40:00Z,3,1,0,0,0,0,0,NA,1,1,8,8,3,1,Stand,NA
Møsvatn,5,2,2,2012,2019-08-01T22:00:00Z,2.8.,1899-12-30T09:30:00Z,1,1,1,0,5,5,0,Normal,1,7,50,50,2,1,Støkk av hund,NA
Møsvatn,5,2,2,2012,2019-08-01T22:00:00Z,2.8.,1899-12-30T09:50:00Z,2,1,1,0,2,2,0,Små,1,4,119,119,5,1,Stand,NA
Møsvatn,5,2,2,2012,2019-08-01T22:00:00Z,2.8.,1899-12-30T14:45:00Z,3,2,0,0,0,0,0,NA,1,2,0,0,5,1,Støkk av hund,NA
Møsvatn,5,2,2,2013,2019-08-01T22:00:00Z,2.8.,1899-12-30T14:20:00Z,1,0,1,0,0,0,0,NA,1,1,50,50,2,1,Stand,NA
Møsvatn,5,2,2,2013,2019-08-01T22:00:00Z,2.8.,1899-12-30T14:55:00Z,2,0,1,0,4,4,0,Normal,1,5,69,69,3,1,Stand,NA
Møsvatn,5,2,2,2013,2019-08-01T22:00:00Z,2.8.,1899-12-30T15:45:00Z,3,2,0,0,0,0,0,NA,1,2,68,68,1,1,Stand,NA
Børgefjell,2,1,1,2013,2019-08-02T22:00:00Z,3.8.,1899-12-30T08:05:00Z,1,1,0,0,0,0,0,NA,1,1,NA,NA,NA,1,Støkk av fører,NA
Møsvatn,5,1,1,2008,2019-08-02T22:00:00Z,3.8.,1899-12-30T08:05:00Z,1,1,1,0,0,0,0,NA,1,2,57,57,5,1,Stand,NA
Møsvatn,5,1,1,2008,2019-08-02T22:00:00Z,3.8.,1899-12-30T08:55:00Z,2,0,0,5,0,0,0,NA,1,5,7,7,7,1,Støkk av hund,NA
Møsvatn,5,1,1,2008,2019-08-02T22:00:00Z,3.8.,1899-12-30T09:20:00Z,3,1,0,0,0,0,0,NA,1,1,2,2,3,1,støkk linjefører,NA
Møsvatn,5,1,1,2008,2019-08-02T22:00:00Z,3.8.,1899-12-30T10:10:00Z,4,0,0,0,1,1,0,normal,1,1,68,68,NA,1,Stand,NA
Møsvatn,5,1,1,2008,2019-08-02T22:00:00Z,3.8.,1899-12-30T10:20:00Z,5,1,1,0,5,5,0,normal,1,7,38,38,5,1,Stand,NA
Møsvatn,5,1,1,2008,2019-08-02T22:00:00Z,3.8.,1899-12-30T12:15:00Z,6,1,0,0,0,0,0,NA,1,1,0,0,10,1,Støkk av hund,NA
Møsvatn,5,1,1,2009,2019-08-02T22:00:00Z,3.8.,1899-12-30T07:35:00Z,1,1,1,0,4,4,0,normal,1,6,36,36,5,1,Stand,NA
Møsvatn,5,1,1,2009,2019-08-02T22:00:00Z,3.8.,1899-12-30T07:50:00Z,2,1,0,0,0,0,0,NA,1,1,6,6,2,1,Støkk av hund,NA
Møsvatn,5,1,1,2009,2019-08-02T22:00:00Z,3.8.,1899-12-30T12:30:00Z,3,0,0,0,2,2,0,normal,1,2,119,119,5,1,Stand,NA
Møsvatn,5,1,1,2009,2019-08-02T22:00:00Z,3.8.,1899-12-30T12:50:00Z,4,1,1,2,0,0,0,NA,1,4,50,50,15,1,Stand,NA
Møsvatn,5,1,1,2009,2019-08-02T22:00:00Z,3.8.,1899-12-30T13:00:00Z,5,1,0,0,0,0,0,NA,1,1,10,10,10,1,støkk linjefører,NA
Møsvatn,5,1,1,2010,2019-08-02T22:00:00Z,3.8.,1899-12-30T08:30:00Z,1,1,0,0,0,0,0,NA,1,1,4,4,15,1,Stand,NA
Møsvatn,5,1,1,2010,2019-08-02T22:00:00Z,3.8.,1899-12-30T09:00:00Z,2,1,0,0,0,0,0,NA,1,1,21,21,10,1,Stand,NA
Møsvatn,5,1,1,2011,2019-08-02T22:00:00Z,3.8.,1899-12-30T08:55:00Z,1,0,0,1,0,0,0,NA,1,1,96,96,6,1,Stand,NA
Møsvatn,5,1,1,2011,2019-08-02T22:00:00Z,3.8.,1899-12-30T09:00:00Z,2,0,0,1,1,1,0,Store,1,2,45,45,3,1,Stand,NA
Møsvatn,5,1,1,2011,2019-08-02T22:00:00Z,3.8.,1899-12-30T09:25:00Z,3,1,0,0,0,0,0,NA,1,1,8,8,4,1,Stand,NA
Møsvatn,5,1,1,2011,2019-08-02T22:00:00Z,3.8.,1899-12-30T13:50:00Z,4,1,1,0,4,4,0,Normal,1,6,100,100,5,1,Stand,NA
Møsvatn,5,1,1,2011,2019-08-02T22:00:00Z,3.8.,1899-12-30T14:15:00Z,5,1,0,0,0,0,0,NA,1,1,36,36,5,1,Stand,NA
Møsvatn,5,1,1,2012,2019-08-02T22:00:00Z,3.8.,1899-12-30T08:50:00Z,1,1,0,0,0,0,0,NA,1,1,12,12,2,1,Stand,NA
Møsvatn,5,1,1,2012,2019-08-02T22:00:00Z,3.8.,1899-12-30T09:15:00Z,2,0,1,0,7,7,0,Normal,1,8,83,83,5,1,Stand,En død juv.
Møsvatn,5,1,1,2012,2019-08-02T22:00:00Z,3.8.,1899-12-30T10:15:00Z,3,1,1,0,7,7,0,Små,1,9,1,1,5,1,Stand,NA
Møsvatn,5,1,1,2012,2019-08-02T22:00:00Z,3.8.,1899-12-30T10:50:00Z,4,0,0,1,0,0,0,NA,1,1,0,0,2,1,støkk av linjefører,NA
Møsvatn,5,1,1,2012,2019-08-02T22:00:00Z,3.8.,1899-12-30T14:05:00Z,5,1,1,0,0,0,0,NA,1,2,5,5,5,1,Støkk av fører,NA
Møsvatn,5,1,1,2012,2019-08-02T22:00:00Z,3.8.,1899-12-30T15:20:00Z,6,0,1,0,2,2,0,Små,5,3,6,6,3,1,Stand,Kyllingantall er minimum.
Møsvatn,5,1,1,2013,2019-08-02T22:00:00Z,3.8.,1899-12-30T08:30:00Z,1,1,1,0,0,0,0,NA,1,2,14,14,NA,1,Støkk av hund,NA
Møsvatn,5,1,1,2013,2019-08-02T22:00:00Z,3.8.,1899-12-30T09:50:00Z,2,1,0,0,0,0,0,NA,1,1,15,15,69,1,støkk av linjefører,Steggen hører til høne med juv refnr. 3.
Møsvatn,5,1,1,2013,2019-08-02T22:00:00Z,3.8.,1899-12-30T09:55:00Z,3,0,1,0,4,4,0,Normal,1,5,0,0,1,1,støkk av linjefører,NA
Børgefjell,2,3,3,2013,2019-08-04T22:00:00Z,5.8.,1899-12-30T08:40:00Z,1,1,1,0,0,0,0,NA,1,2,90,90,15,1,Stand,NA
Børgefjell,2,3,3,2013,2019-08-04T22:00:00Z,5.8.,1899-12-30T08:50:00Z,2,0,0,2,1,1,0,normal,1,3,0,0,20,1,Stand,NA
Børgefjell,2,1,1,2009,2019-08-07T22:00:00Z,8.8.,1899-12-30T08:30:00Z,1,1,1,0,6,6,0,store,1,8,30,30,6,1,Stand,NA
Børgefjell,2,1,1,2009,2019-08-07T22:00:00Z,8.8.,1899-12-30T15:05:00Z,2,1,0,1,7,7,0,store,1,9,40,40,10,1,Stand,NA
Børgefjell,2,2,2,2009,2019-08-07T22:00:00Z,8.8.,NA,1,1,1,0,5,5,0,store,1,7,400,400,NA,1,Stand,NA
Børgefjell,2,2,2,2009,2019-08-07T22:00:00Z,8.8.,1899-12-30T10:30:00Z,2,1,0,0,8,8,0,store,1,9,600,600,NA,1,Stand,NA
Børgefjell,2,2,2,2009,2019-08-07T22:00:00Z,8.8.,1899-12-30T11:00:00Z,3,1,0,0,5,5,0,store,1,6,60,60,NA,1,Stand,NA
Børgefjell,2,3,3,2009,2019-08-07T22:00:00Z,8.8.,1899-12-30T08:08:00Z,1,1,1,0,4,4,0,store,1,6,70,70,5,1,Støkk av hund,NA
Børgefjell,2,3,3,2009,2019-08-07T22:00:00Z,8.8.,NA,2,1,1,0,6,6,0,store,1,8,40,40,12,1,Stand,NA
Åmotsdalen,3,4,4,2012,2019-08-07T22:00:00Z,8.8.,1899-12-30T09:35:00Z,1,0,1,0,0,0,0,NA,5,1,39,39,3,1,Stand,NA
Åmotsdalen,3,4,4,2012,2019-08-07T22:00:00Z,8.8.,1899-12-30T13:05:00Z,2,0,1,0,2,2,0,små,1,3,11,11,4,1,Stand,"Småkyllinger, kun brunt i vingene, flyver ikke."
Åmotsdalen,3,4,4,2012,2019-08-07T22:00:00Z,8.8.,1899-12-30T14:00:00Z,3,1,1,0,7,7,0,Normal,1,9,5,5,3,1,Stand,NA
Åmotsdalen,3,4,4,2012,2019-08-07T22:00:00Z,8.8.,1899-12-30T14:55:00Z,4,1,0,0,2,2,0,Normal,1,3,141,141,4,1,Stand,NA
Åmotsdalen,3,4,4,2012,2019-08-07T22:00:00Z,8.8.,1899-12-30T15:30:00Z,5,1,1,0,5,5,0,Normal,1,7,171,171,NA,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T08:15:00Z,1,1,1,0,5,5,0,store,1,7,95,95,5,1,Stand,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T08:50:00Z,2,1,0,0,0,0,0,NA,1,1,50,50,50,1,støkk,fløy helt av seg selv
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T09:15:00Z,3,1,1,0,0,0,0,NA,1,2,0,0,5,1,Stand,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T09:25:00Z,4,1,1,0,3,3,0,Normal,1,5,26,26,5,1,Stand,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T09:45:00Z,5,1,1,0,7,7,0,Normal,1,9,59,59,5,1,Stand,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T10:10:00Z,6,1,0,0,0,0,0,NA,1,1,108,108,10,1,Stand,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T10:25:00Z,7,1,0,2,0,0,0,NA,1,3,25,25,NA,1,Stand,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T10:40:00Z,8,2,0,0,0,0,0,NA,1,2,32,32,10,1,Stand,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T10:45:00Z,9,0,1,0,1,1,0,Normal,1,2,31,31,5,1,Stand,Minimumsantall
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T10:55:00Z,10,0,0,1,0,0,0,NA,1,1,166,166,10,1,Stand,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T11:10:00Z,11,1,1,2,0,0,0,NA,1,4,24,24,5,1,Stand,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T11:25:00Z,12,1,0,0,0,0,0,NA,1,1,16,16,5,1,Stand,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T11:55:00Z,13,1,1,0,8,8,0,Små,1,10,70,70,5,1,Stand,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T13:45:00Z,14,0,1,0,5,5,0,Små,1,6,224,224,10,1,Stand,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T14:05:00Z,15,1,0,0,0,0,0,NA,1,1,3,3,40,1,støkk linjefører,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T14:25:00Z,16,0,1,0,12,12,0,store,1,13,10,10,NA,1,Stand,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T15:10:00Z,17,1,0,0,1,1,0,Normal,1,2,54,54,15,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T15:45:00Z,18,0,1,0,1,1,0,store,1,2,158,158,10,1,Stand,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T17:00:00Z,19,1,1,0,1,1,0,Normal,1,3,68,68,5,1,Stand,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T17:40:00Z,20,1,1,0,2,2,0,Normal,1,4,0,0,5,1,støkk linjefører,NA
Åmotsdalen,3,4,4,2008,2019-08-08T22:00:00Z,9.8.,1899-12-30T18:00:00Z,21,0,0,1,0,0,0,NA,1,1,68,68,2,1,Stand,NA
Åmotsdalen,3,NA,4,2009,2019-08-08T22:00:00Z,9.8.,1899-12-30T07:55:00Z,1,1,1,0,3,3,0,Normal,1,5,71,71,10,1,Støkk av hund,NA
Åmotsdalen,3,NA,4,2009,2019-08-08T22:00:00Z,9.8.,1899-12-30T09:30:00Z,2,1,0,0,0,0,0,NA,1,1,2,2,1,1,støkk linjefører,NA
Åmotsdalen,3,NA,4,2009,2019-08-08T22:00:00Z,9.8.,1899-12-30T12:35:00Z,3,1,1,0,4,4,0,Normal,1,6,42,42,5,1,Stand,NA
Åmotsdalen,3,NA,4,2009,2019-08-08T22:00:00Z,9.8.,1899-12-30T13:00:00Z,4,1,1,0,7,7,0,normal,1,9,58,58,2,1,Stand,NA
Åmotsdalen,3,NA,4,2009,2019-08-08T22:00:00Z,9.8.,1899-12-30T13:25:00Z,5,1,1,0,9,9,0,normal,1,11,69,69,NA,1,Støkk av hund,NA
Åmotsdalen,3,NA,4,2009,2019-08-08T22:00:00Z,9.8.,1899-12-30T14:55:00Z,6,1,0,0,0,0,0,NA,1,1,99,99,NA,1,Støkk av hund,NA
Åmotsdalen,3,NA,4,2009,2019-08-08T22:00:00Z,9.8.,NA,7,1,1,0,4,4,0,normal,1,6,121,121,10,1,Stand,NA
Åmotsdalen,3,NA,4,2009,2019-08-08T22:00:00Z,9.8.,NA,8,1,0,0,0,0,0,NA,1,1,25,25,5,1,Stand,NA
Åmotsdalen,3,4,4,2012,2019-08-08T22:00:00Z,9.8.,1899-12-30T08:50:00Z,1,1,0,0,5,5,0,NA,1,6,0,0,NA,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2012,2019-08-08T22:00:00Z,9.8.,1899-12-30T09:10:00Z,2,1,1,0,6,6,0,NA,1,8,0,0,5,1,Stand,NA
Børgefjell,2,1,1,2010,2019-08-09T22:00:00Z,10.8.,1899-12-30T08:40:00Z,1,2,2,0,0,0,0,NA,1,4,0,0,NA,1,Støkk av fører,NA
Børgefjell,2,1,1,2010,2019-08-09T22:00:00Z,10.8.,1899-12-30T09:00:00Z,2,0,0,1,0,0,0,NA,1,1,100,100,NA,1,Støkk av hund,NA
Børgefjell,2,1,1,2010,2019-08-09T22:00:00Z,10.8.,1899-12-30T09:40:00Z,3,2,1,0,0,0,0,NA,1,3,50,50,NA,1,Støkk av hund,NA
Børgefjell,2,1,1,2010,2019-08-09T22:00:00Z,10.8.,1899-12-30T09:50:00Z,4,1,1,0,0,0,0,NA,1,2,120,120,NA,1,Stand,NA
Børgefjell,2,1,1,2010,2019-08-09T22:00:00Z,10.8.,1899-12-30T10:10:00Z,5,1,1,0,9,9,0,varierende,1,11,80,80,NA,1,Stand,Kyllingstørrelse fra pip til stor
Børgefjell,2,1,1,2010,2019-08-09T22:00:00Z,10.8.,1899-12-30T12:05:00Z,6,0,1,0,9,9,0,normal,1,10,80,80,NA,1,Stand,NA
Børgefjell,2,2,2,2010,2019-08-09T22:00:00Z,10.8.,1899-12-30T10:47:00Z,NA,1,0,0,0,0,0,NA,1,1,50,50,20,1,Støkk av fører,NA
Børgefjell,2,2,2,2010,2019-08-09T22:00:00Z,10.8.,1899-12-30T11:05:00Z,NA,1,1,0,0,0,0,NA,1,2,5,5,NA,1,NA,NA
Børgefjell,2,2,2,2010,2019-08-09T22:00:00Z,10.8.,1899-12-30T11:50:00Z,NA,1,1,0,0,0,0,NA,1,2,100,100,NA,1,NA,NA
Børgefjell,2,2,2,2010,2019-08-09T22:00:00Z,10.8.,1899-12-30T12:25:00Z,NA,1,1,0,12,12,0,normal,1,14,100,100,NA,1,NA,NA
Børgefjell,2,2,2,2010,2019-08-09T22:00:00Z,10.8.,1899-12-30T13:15:00Z,NA,0,1,0,5,5,0,s,1,6,50,50,NA,1,NA,NA
Børgefjell,2,2,2,2010,2019-08-09T22:00:00Z,10.8.,1899-12-30T13:55:00Z,NA,1,1,0,0,0,0,NA,1,2,50,50,NA,1,NA,NA
Børgefjell,2,3,3,2010,2019-08-09T22:00:00Z,10.8.,1899-12-30T09:30:00Z,NA,1,1,0,4,4,0,store,1,6,0,0,NA,1,Stand,NA
Børgefjell,2,3,3,2010,2019-08-09T22:00:00Z,10.8.,1899-12-30T10:20:00Z,NA,0,0,2,6,6,0,store,1,8,30,30,NA,1,Støkk av hund,NA
Børgefjell,2,3,3,2010,2019-08-09T22:00:00Z,10.8.,1899-12-30T12:50:00Z,NA,1,1,0,8,8,0,store,1,10,30,30,NA,1,Stand,NA
Åmotsdalen,3,NA,4,2009,2019-08-09T22:00:00Z,10.8.,1899-12-30T08:50:00Z,1,1,1,0,0,0,0,NA,1,2,8,8,5,1,Støkk av hund,NA
Åmotsdalen,3,NA,4,2009,2019-08-09T22:00:00Z,10.8.,1899-12-30T12:00:00Z,2,1,1,0,0,0,0,NA,1,2,50,50,10,1,Stand,NA
Åmotsdalen,3,NA,4,2009,2019-08-09T22:00:00Z,10.8.,1899-12-30T12:45:00Z,3,1,0,0,0,0,0,NA,1,1,7,7,2,1,Stand,NA
Åmotsdalen,3,4,4,2011,2019-08-09T22:00:00Z,10.8.,1899-12-30T08:55:00Z,1,0,0,1,0,0,0,NA,1,1,69,69,NA,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2011,2019-08-09T22:00:00Z,10.8.,1899-12-30T10:20:00Z,2,1,1,0,7,7,0,Normal,1,9,306,306,6,1,Stand,NA
Åmotsdalen,3,4,4,2011,2019-08-09T22:00:00Z,10.8.,1899-12-30T10:55:00Z,3,1,1,0,3,3,0,Normal,1,5,57,57,2,1,Stand,NA
Åmotsdalen,3,4,4,2011,2019-08-09T22:00:00Z,10.8.,1899-12-30T11:06:00Z,4,0,1,0,0,0,0,NA,1,1,5,5,1,1,Stand,NA
Åmotsdalen,3,4,4,2011,2019-08-09T22:00:00Z,10.8.,1899-12-30T11:22:00Z,5,0,0,1,0,0,0,NA,1,1,101,101,2,1,Stand,NA
Åmotsdalen,3,4,4,2011,2019-08-09T22:00:00Z,10.8.,1899-12-30T11:31:00Z,6,1,0,0,2,2,0,Normal,1,3,4,4,4,1,Stand,NA
Åmotsdalen,3,4,4,2011,2019-08-09T22:00:00Z,10.8.,1899-12-30T12:07:00Z,7,0,1,0,3,3,0,Normal,1,4,30,30,NA,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2011,2019-08-09T22:00:00Z,10.8.,1899-12-30T13:33:00Z,8,1,1,0,7,7,0,Normal,1,9,4,4,3,1,Stand,NA
Åmotsdalen,3,4,4,2011,2019-08-09T22:00:00Z,10.8.,1899-12-30T13:47:00Z,9,1,1,0,8,8,0,Normal,1,10,38,38,6,1,Stand,NA
Åmotsdalen,3,4,4,2011,2019-08-09T22:00:00Z,10.8.,1899-12-30T14:07:00Z,10,0,0,2,0,0,0,NA,1,2,27,27,4,1,Stand,NA
Åmotsdalen,3,4,4,2011,2019-08-09T22:00:00Z,10.8.,1899-12-30T14:15:00Z,11,1,1,0,6,6,0,Normal,1,8,36,36,6,1,Stand,NA
Åmotsdalen,3,4,4,2011,2019-08-09T22:00:00Z,10.8.,1899-12-30T15:40:00Z,12,0,0,1,0,0,0,NA,1,1,1,1,5,1,Stand,NA
Åmotsdalen,3,4,4,2011,2019-08-09T22:00:00Z,10.8.,1899-12-30T15:50:00Z,13,0,0,1,0,0,0,NA,1,1,87,87,1,1,Stand,NA
Åmotsdalen,3,4,4,2013,2019-08-09T22:00:00Z,10.8.,1899-12-30T09:55:00Z,1,1,0,0,0,0,0,NA,1,1,47,47,10,1,Stand,NA
Åmotsdalen,3,4,4,2013,2019-08-09T22:00:00Z,10.8.,1899-12-30T10:10:00Z,2,0,1,0,9,9,0,normal,1,10,161,161,6,1,Stand,NA
Åmotsdalen,3,4,4,2013,2019-08-09T22:00:00Z,10.8.,1899-12-30T10:55:00Z,3,0,0,1,0,0,0,NA,1,1,56,56,NA,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2013,2019-08-09T22:00:00Z,10.8.,1899-12-30T11:25:00Z,4,1,1,0,9,9,0,små,1,11,122,122,2,1,Stand,NA
Åmotsdalen,3,4,4,2013,2019-08-09T22:00:00Z,10.8.,1899-12-30T11:40:00Z,5,1,0,0,0,0,0,NA,1,1,60,60,3,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2013,2019-08-09T22:00:00Z,10.8.,1899-12-30T14:10:00Z,6,0,0,2,12,12,0,normal,1,14,29,29,NA,1,Stand,NA
Åmotsdalen,3,4,4,2010,2019-08-10T22:00:00Z,11.8.,1899-12-30T08:45:00Z,1,1,1,0,5,5,0,normal,1,7,220,220,10,1,Stand,NA
Åmotsdalen,3,4,4,2010,2019-08-10T22:00:00Z,11.8.,1899-12-30T09:40:00Z,2,0,0,2,1,1,0,normal,1,3,340,340,NA,1,Støkk av hund,Minimumsantall
Åmotsdalen,3,4,4,2010,2019-08-10T22:00:00Z,11.8.,1899-12-30T10:20:00Z,3,0,1,1,8,8,0,normal,1,10,29,29,20,1,Stand,NA
Åmotsdalen,3,4,4,2010,2019-08-10T22:00:00Z,11.8.,1899-12-30T10:40:00Z,4,0,0,1,10,10,0,normal,1,11,43,43,NA,1,stand,NA
Åmotsdalen,3,4,4,2010,2019-08-10T22:00:00Z,11.8.,1899-12-30T10:50:00Z,5,1,0,0,0,0,0,NA,1,1,2,2,2,1,Støkk av linjefører,NA
Åmotsdalen,3,4,4,2010,2019-08-10T22:00:00Z,11.8.,1899-12-30T13:35:00Z,6,1,0,0,0,0,0,NA,1,1,93,93,5,1,Stand,NA
