Omrade,Omrnr,Linjenr,Linjenr_2,Aar,Dato,Dato_,Kl,Refnr,Adhann,Adhunn,Adubest,Kyll,Kyll_2,Ubest,Kyllald,Art,Kalktot,Linjeavst,Linjeavst_2,Flavst,RepTax,Stokk,Merknader
Åmotsdalen,3,3,3,2014,2019-08-17T22:00:00Z,18.8.,1899-12-30T09:05:00Z,1,1,0,0,4,4,0,store,1,5,41,41,3,1,Stand,NA
Åmotsdalen,3,3,3,2014,2019-08-17T22:00:00Z,18.8.,1899-12-30T13:50:00Z,2,1,0,0,0,0,0,NA,1,1,74,74,NA,1,Støkk av hund,NA
Åmotsdalen,3,3,3,2014,2019-08-17T22:00:00Z,18.8.,1899-12-30T17:10:00Z,3,1,0,0,0,0,0,NA,1,1,45,45,NA,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2014,2019-08-08T22:00:00Z,9.8.,1899-12-30T08:50:00Z,1,0,1,0,7,7,0,normal,1,8,57,57,3,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2014,2019-08-08T22:00:00Z,9.8.,1899-12-30T10:30:00Z,2,1,1,0,0,0,0,NA,1,2,8,8,5,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2014,2019-08-08T22:00:00Z,9.8.,1899-12-30T11:30:00Z,3,0,0,2,9,9,0,store,1,11,77,77,5,1,Stand,NA
Åmotsdalen,3,4,4,2014,2019-08-08T22:00:00Z,9.8.,1899-12-30T12:00:00Z,4,1,0,0,0,0,0,NA,1,1,56,56,3,1,Stand,NA
Åmotsdalen,3,4,4,2014,2019-08-08T22:00:00Z,9.8.,1899-12-30T12:15:00Z,5,1,0,1,0,0,0,NA,1,2,59,59,5,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2014,2019-08-08T22:00:00Z,9.8.,1899-12-30T12:30:00Z,6,0,0,2,4,4,0,normal,1,6,99,99,10,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2014,2019-08-08T22:00:00Z,9.8.,1899-12-30T12:50:00Z,7,1,0,0,4,4,0,normal,1,5,33,33,10,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2014,2019-08-08T22:00:00Z,9.8.,1899-12-30T13:40:00Z,8,1,1,0,3,3,0,normal,1,5,14,14,NA,1,Støkk av hund,NA
Åmotsdalen,3,4,4,2014,2019-08-08T22:00:00Z,9.8.,1899-12-30T16:40:00Z,9,1,1,0,7,7,0,normal,1,9,101,101,2,1,Stand,NA
Møsvatn,5,1,1,2014,2019-08-02T22:00:00Z,3.8.,1899-12-30T09:35:00Z,1,1,1,0,6,6,0,normal,1,8,0,0,2,1,Stand,NA
Møsvatn,5,1,1,2014,2019-08-02T22:00:00Z,3.8.,1899-12-30T10:05:00Z,2,0,0,1,3,3,0,normal,1,4,58,58,2,1,Stand,NA
Møsvatn,5,1,1,2014,2019-08-02T22:00:00Z,3.8.,1899-12-30T11:05:00Z,3,1,1,0,9,9,0,normal,1,11,2,2,4,1,Stand,NA
Møsvatn,5,2,2,2014,2019-08-01T22:00:00Z,2.8.,1899-12-30T08:30:00Z,1,0,1,0,0,0,0,NA,5,1,4,4,2,1,Stand,NA
Møsvatn,5,2,2,2014,2019-08-01T22:00:00Z,2.8.,1899-12-30T09:40:00Z,2,0,1,0,2,2,0,små,1,3,23,23,3,1,Stand,NA
Møsvatn,5,3,3,2014,2019-07-31T22:00:00Z,1.8.,1899-12-30T08:30:00Z,1,1,1,0,1,1,0,små,1,3,5,5,5,1,Støkk av hund,NA
Møsvatn,5,3,3,2014,2019-07-31T22:00:00Z,1.8.,1899-12-30T09:05:00Z,2,1,1,0,1,1,0,små,1,3,3,3,3,1,Støkk av hund,NA
Møsvatn,5,3,3,2014,2019-07-31T22:00:00Z,1.8.,1899-12-30T13:20:00Z,3,1,0,0,0,0,0,NA,1,1,14,14,2,1,Støkk av hund,NA
Møsvatn,5,3,3,2014,2019-07-31T22:00:00Z,1.8.,1899-12-30T13:40:00Z,4,1,0,0,0,0,0,NA,1,1,1,1,1,1,Stand,NA
